//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name			level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
0
1	0	0	1	3	1	1	1	"Đoản Đao"			3	3	7	20	22	0	0	0	60	0	0	0	0	0	1	1	1	1	1	1	1
2	0	0	1	3	1	1	1	"Trường Kiếm"			9	9	15	40	23	0	0	0	50	40	0	0	0	0	0	1	1	1	1	1	0
3	0	20	1	3	1	1	1	"Kiếm Nhật"			16	16	26	35	27	0	0	0	80	40	0	0	0	0	0	1	0	1	1	0	0
4	0	21	1	3	1	1	1	"Đao Sát Thủ"			12	12	18	30	24	0	0	0	60	40	0	0	0	0	0	1	0	1	1	0	0
5	0	22	1	3	1	1	1	"Khoái Đao"			36	36	47	30	39	0	0	0	80	50	0	0	0	0	1	1	1	1	1	0	0
6	0	20	1	3	1	1	1	"Kiếm La Mã"			20	20	30	20	30	0	0	0	110	0	0	0	0	0	0	1	1	1	1	0	0
7	0	21	1	3	1	1	1	"Mã Tấu"			24	24	34	25	34	0	0	0	120	0	0	0	0	0	0	1	0	1	1	0	0
8	0	21	1	3	1	1	1	"Xà Đao"			30	30	40	20	36	0	0	0	130	0	0	0	0	0	0	1	0	1	1	0	0
9	0	20	2	3	1	1	1	"Kiếm Rồng Lửa"			32	32	46	30	40	0	0	0	103	0	0	0	0	0	0	1	0	1	0	0	0
10	0	22	2	4	1	1	1	"Kiếm Ánh Sáng"			40	47	61	25	50	0	0	0	80	60	0	0	0	0	0	1	1	1	0	0	0
11	0	20	2	3	1	1	1	"Kiếm Ma Thuật"			44	56	72	20	54	0	0	0	120	0	0	0	0	0	0	1	0	1	0	0	0
12	0	19	2	3	1	1	1	"Thái Dương Kiếm"			56	73	98	25	66	0	0	0	140	0	0	0	0	0	0	1	0	1	0	0	0
13	0	22	1	3	1	1	1	"Hỏa Đao"			48	48	56	30	43	0	0	0	70	70	0	0	0	0	0	1	1	1	0	0	0
14	0	22	1	3	1	1	1	"Kiếm Điện"			59	59	67	30	50	0	0	0	90	50	0	0	0	0	0	1	1	1	0	0	0
15	0	23	2	3	1	1	1	"Thiết Kiếm"			52	60	85	20	60	0	0	0	140	0	0	0	0	0	0	1	0	1	0	0	0
16	0	22	1	4	1	1	1	"Kiếm Hủy Diệt"			82	82	90	35	84	0	0	0	160	60	0	0	0	0	0	1	0	1	0	0	0
17	0	23	2	4	1	1	1	"Thiên Ma Kiếm"			104	128	153	40	89	0	0	0	180	50	0	0	0	0	0	2	0	0	0	0	0
18	0	23	2	3	1	1	1	"Lôi Phong Đao"			105	140	168	40	86	0	0	0	180	50	0	0	0	0	0	0	0	1	0	0	0
19	0	22	1	4	1	1	1	"Thiên Tử Kiếm"			86	220	230	45	168	0	0	0	140	50	0	0	0	0	0	1	0	1	1	0	0
20	0	22	1	4	1	1	1	"Cuồng Phong Đao"			140	107	115	35	90	0	0	0	116	38	0	0	0	0	0	2	0	0	0	0	0
21	0	56	2	4	1	1	1	"Đao Sinh Mệnh"			140	115	142	40	100	0	115	0	116	53	9	0	0	0	0	0	0	1	0	0	0
22	0	22	1	4	1	1	1	"Đao Quyền Năng"			147	122	135	40	95	0	0	380	100	35	0	0	0	0	0	2	0	0	0	0	0
23	0	56	2	4	1	1	1	"Đao Hồng Long"			147	127	155	45	110	0	134	380	98	48	7	0	0	0	0	0	0	1	0	0	0
24	0	22	2	4	1	1	1	"Ỷ Thiên Đao"			115	182	218	40	90	0	0	0	192	30	0	0	0	0	0	2	0	0	0	0	0
25	0	56	2	4	1	1	1	"Hỏa Tinh Kiếm"			115	109	136	40	90	0	108	0	136	57	9	0	0	0	0	0	0	1	0	0	0
26	0	22	1	4	1	1	1	"Hỏa Long Kiếm"			137	115	126	40	90	0	0	380	193	53	0	0	0	0	0	2	0	0	0	0	0
27	0	22	1	4	1	1	1	"Ngọc Bích Kiếm"			133	91	99	35	90	0	0	380	53	176	0	0	0	0	0	2	0	0	0	0	0
28	0	56	1	4	1	1	1	"Bá Vương Kiếm"			139	98	122	45	90	0	109	380	91	73	17	0	0	0	0	0	0	1	0	0	0
29	0	22	1	4	1	1	1	"Linh Phong Kiếm"			149	109	116	35	80	0	0	380	49	162	0	0	0	0	0	3	0	0	0	0	0
31	0	56	2	4	1	1	1	"Ảo Ảnh Đao"			100	104	130	35	93	0	104	0	135	62	9	0	0	0	0	0	0	1	0	0	0
32	0	260	1	2	1	1	1	"Nắm đấm Địa Long"			52	52	58	25	65	0	0	0	85	35	0	0	0	0	0	0	0	0	0	0	1
33	0	261	1	2	1	1	1	"Nắm đấm Bạch Hổ"			82	82	88	30	77	0	0	0	100	50	0	0	0	0	0	0	0	0	0	0	1
34	0	260	1	2	1	1	1	"Nắm đấm Quyền Lực"			105	95	101	35	86	0	0	0	120	60	0	0	0	0	0	0	0	0	0	0	1
35	0	270	1	2	1	1	1	"Vuốt Phượng Hoàng"			147	183	192	40	98	0	0	380	101	51	0	0	0	0	0	0	0	0	0	0	1
end

//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name			level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
1
0	0	0	1	3	1	1	1	"Rìu Nhỏ"			1	1	6	20	18	0	0	0	50	0	0	0	0	0	1	1	1	1	1	1	1
1	0	0	1	3	1	1	1	"Rìu Nhẹ"			4	4	9	30	20	0	0	0	70	0	0	0	0	0	1	1	1	1	1	1	1
2	0	19	1	3	1	1	1	"Rìu Lưỡi Hái"			14	14	24	20	26	0	0	0	90	0	0	0	0	0	0	1	0	1	1	0	0
3	0	19	1	3	1	1	1	"Rìu Thợ Săn"			18	18	28	30	28	0	0	0	100	0	0	0	0	0	0	1	0	1	1	0	1
4	0	0	1	3	1	1	1	"Rìu Tiên Nữ"			26	26	38	40	32	0	0	0	50	70	0	0	0	0	1	0	1	1	0	1	0
5	0	19	2	3	1	1	1	"Rìu Chiến"			30	36	44	20	36	0	0	0	120	0	0	0	0	0	0	1	1	1	0	0	0
6	0	19	2	3	1	1	1	"Rìu Lưỡi Bạc"			34	38	50	30	44	0	0	0	130	0	0	0	0	0	0	1	1	1	0	0	0
7	0	19	2	3	1	1	1	"Rìu Lưỡi Vàng"			46	54	67	25	55	0	0	0	140	0	0	0	0	0	0	1	0	1	0	0	0
8	0	19	2	3	1	1	1	"Rìu Bán Nguyệt"			54	69	89	30	65	0	0	0	100	40	0	0	0	0	1	1	0	1	0	0	0
end

//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name			level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
2
0	0	0	1	3	1	1	1	"Chùy"			7	7	13	15	21	0	0	0	100	0	0	0	0	0	0	1	0	1	1	0	1
1	0	19	1	3	1	1	1	"Chùy Gai"			13	13	22	15	25	0	0	0	100	0	0	0	0	0	0	1	0	1	1	0	1
2	0	0	1	3	1	1	1	"Chùy Dây"			22	22	32	15	32	0	0	0	80	50	0	0	0	0	0	1	0	1	1	0	1
3	0	19	2	3	1	1	1	"Bùa Chiến"			38	45	56	15	50	0	0	0	150	0	0	0	0	0	0	1	0	1	0	0	1
4	0	19	2	3	1	1	1	"Chùy Băng"			66	78	107	30	72	0	0	0	130	0	0	0	0	0	1	1	1	1	0	0	1
5	0	23	2	4	1	1	1	"Kiếm Băng"			72	89	120	40	76	0	0	0	130	70	0	0	0	0	1	1	1	1	0	0	0
6	0	23	2	4	1	1	1	"Rìu Hỏa Long (Chaos)"			75	102	130	35	80	0	0	0	140	50	0	0	0	0	0	1	0	1	0	0	0
7	0	0	1	3	1	1	1	"Chùy Thánh Nữ"			90	62	80	50	50	0	0	0	15	42	0	0	0	0	0	0	2	0	0	0	0
8	0	66	1	3	1	1	1	"Trượng Chiến"			54	41	52	45	40	0	3	0	80	17	0	0	0	0	0	0	0	0	1	0	0
9	0	66	1	3	1	1	1	"Trượng Thép"			72	57	68	45	45	0	20	0	87	18	0	0	0	0	0	0	0	0	1	0	0
10	0	66	1	4	1	1	1	"Trượng Bóng Tối"			82	74	85	45	65	0	35	0	100	21	0	0	0	0	0	0	0	0	1	0	0
11	0	66	1	4	1	1	1	"Trượng Kim Cương"			98	91	102	40	72	0	52	0	105	23	0	0	0	0	0	0	0	0	1	0	0
12	0	66	1	4	1	1	1	"Trượng Đại Vương"			140	108	120	40	84	0	67	0	90	20	0	0	0	0	0	0	0	0	1	0	0
13	0	66	1	4	1	1	1	"Trượng Thiên Tử"			150	200	223	45	90	0	138	0	75	16	0	0	0	0	0	0	0	0	1	0	0
14	0	66	1	4	1	1	1	"Trượng Thái Dương"			146	130	153	40	95	0	84	380	80	15	0	0	0	0	0	0	0	0	1	0	0
15	0	66	1	4	1	1	1	"Trượng Tối Cao"			110	99	111	40	78	0	60	0	108	22	0	0	0	0	0	0	0	0	1	0	0
16	0	0	1	3	1	1	1	"Chùy Băng Tinh"			121	106	146	50	80	0	0	380	27	19	0	0	0	0	0	0	2	0	0	0	0
17	0	66	1	4	1	1	1	"Lôi Phong Trượng"			135	114	132	40	90	0	72	380	119	24	0	0	0	0	0	0	0	0	1	0	0
18	0	66	1	4	1	1	1	"Trượng Băng Giá"			147	112	124	40	86	0	70	0	87	20	0	0	0	0	0	0	0	0	1	0	0
end

//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name			level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
3
0	0	22	2	4	1	1	1	"Giáo Ánh Sáng"			42	50	63	25	56	0	0	0	60	70	0	0	0	0	0	1	1	1	0	0	0
1	0	0	2	4	1	1	1	"Giáo"			23	30	41	30	42	0	0	0	70	50	0	0	0	0	0	1	1	1	0	0	0
2	0	0	2	4	1	1	1	"Thương"			15	21	33	30	34	0	0	0	70	50	0	0	0	0	0	1	1	1	0	0	0
3	0	0	2	4	1	1	1	"Đinh Ba"			29	35	43	25	44	0	0	0	90	30	0	0	0	0	0	1	1	1	0	0	0
4	0	20	2	4	1	1	1	"Xà Giáo"			46	58	80	20	58	0	0	0	90	30	0	0	0	0	0	1	1	1	0	0	0
5	0	0	2	4	1	1	1	"Giáo Hai Lưỡi"			13	19	31	30	38	0	0	0	70	50	0	0	0	0	0	1	1	1	0	0	0
6	0	0	2	4	1	1	1	"Kích"			19	25	35	30	40	0	0	0	70	50	0	0	0	0	0	1	1	1	0	0	0
7	0	22	2	4	1	1	1	"Kích Hai Đầu"			37	42	54	30	54	0	0	0	80	50	0	0	0	0	0	1	1	1	0	0	0
8	0	22	2	4	1	1	1	"Lưỡi Hái"			54	71	92	25	68	0	0	0	90	50	0	0	0	0	0	1	1	1	0	0	0
9	0	22	2	4	1	1	1	"Lưỡi Hái Tử Thần"			63	76	102	25	74	0	0	0	80	50	0	0	0	0	0	1	1	1	0	0	0
10	0	22	2	4	1	1	1	"Đại Long Đao"			92	112	140	35	85	0	0	0	170	60	0	0	0	0	0	2	0	0	0	0	0
11	0	22	2	4	1	1	1	"Vuốt Quỷ"			147	190	226	40	90	0	0	0	152	25	0	0	0	0	0	2	0	1	0	0	0
end

//Index	Slot	Skill	X	Y	Serial	Option	Drop	Name			level	DamageMin	DamageMax	AttackSpeed	Dur	MagicDur	MagicPW	ReqLvl	ReqStr	ReqDex	ReqEne	ReqVit	ReqLead	SetAttr	DW/SM	DK/BK	ELF/ME	MG	DL SUM	RF
4
0	1	24	2	3	1	1	1	"Cung Nhỏ"			2	3	5	30	20	0	0	0	20	80	0	0	0	0	0	0	1	0	0	0	0
1	1	24	2	4	1	1	1	"Cung"			8	9	13	30	24	0	0	0	30	90	0	0	0	0	0	0	1	0	0	0	0
2	1	24	2	3	1	1	1	"Cung Hoa"			16	17	24	30	28	0	0	0	30	90	0	0	0	0	0	0	1	0	0	0	0
3	1	24	2	3	1	1	1	"Cung Chiến"			26	28	37	30	36	0	0	0	30	90	0	0	0	0	0	0	1	0	0	0	0
4	1	24	2	4	1	1	1	"Cung Hổ"			40	42	52	30	43	0	0	0	30	100	0	0	0	0	0	0	1	0	0	0	0
5	1	24	2	4	1	1	1	"Cung Bạc"			56	59	71	40	48	0	0	0	30	100	0	0	0	0	0	0	1	0	0	0	0
6	1	24	2	4	1	1	1	"Mai Hoa Cung (Chaos)"			75	88	106	35	68	0	0	0	40	150	0	0	0	0	0	0	1	0	0	0	0
7	1	0	1	1	1	1	1	"Tên Nỏ"			0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8	0	24	2	2	1	1	1	"Nỏ"			4	5	8	40	22	0	0	0	20	90	0	0	0	0	0	0	1	0	0	0	0
9	0	24	2	2	1	1	1	"Nỏ Vàng"			12	13	19	40	26	0	0	0	30	90	0	0	0	0	0	0	1	0	0	0	0
10	0	24	2	2	1	1	1	"Nỏ Thép"			20	22	30	40	31	0	0	0	30	90	0	0	0	0	0	0	1	0	0	0	0
11	0	24	2	3	1	1	1	"Nỏ Ánh Sáng"			32	35	44	40	40	0	0	0	30	90	0	0	0	0	0	0	1	0	0	0	0
12	0	24	2	3	1	1	1	"Nỏ Rắn"			48	50	61	40	45	0	0	0	30	100	0	0	0	0	0	0	1	0	0	0	0
13	0	24	2	3	1	1	1	"Nỏ Thiên Thanh"			68	68	82	40	56	0	0	0	40	110	0	0	0	0	0	0	1	0	0	0	0
14	0	24	2	3	1	1	1	"Nỏ Kim Ngân"			72	78	92	30	60	0	0	0	50	130	0	0	0	0	0	0	1	0	0	0	0
15	0	0	1	1	1	1	1	"Tên Cung"			0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
16	0	24	2	4	1	1	1	"Nỏ Thánh"			84	102	127	35	72	0	0	0	50	160	0	0	0	0	0	0	1	0	0	0	0
17	1	24	2	4	1	1	1	"Cung Thiên Mệnh"			92	127	155	35	76	0	0	0	54	198	0	0	0	0	0	0	2	0	0	0	0
18	0	24	2	3	1	1	1	"Nỏ Hỏa Long"			100	224	246	45	200	0	0	0	40	110	0	0	0	0	0	0	1	0	0	0	0
19	0	24	2	3	1	1	1	"Nỏ Thánh Nữ"			100	150	172	40	80	0	0	0	61	285	0	0	0	0	0	0	2	0	0	0	0
20	1	24	2	4	1	1	1	"Mỹ Nhân Cung"			135	166	190	45	86	0	0	0	52	245	0	0	0	0	0	0	2	0	0	0	0
21	1	24	2	4	1	1	1	"Cung Thái Bình"			147	177	200	45	93	0	0	380	46	210	0	0	0	0	0	0	2	0	0	0	0
22	1	24	2	4	1	1	1	"Cung Thiên Thần"			110	155	177	45	70	0	0	0	60	265	0	0	0	0	0	0	2	0	0	0	0
23	1	24	2	4	1	1	1	"Cung Thiên Vũ"			134	162	184	45	80	0	0	380	32	209	0	0	0	0	0	0	2	0	0	0	0
24	1	24	2	4	1	1	1	"Cung Thần Ưng"			147	170	194	45	88	0	0	0	49	226	0	0	0	0	0	0	2	0	0	0	0
end

